location_id,project_id,has_project,has_geometry,status,template,legacy_value,scope_state,scope_municipality,match_level,candidate_name,candidate_id,score,type3_signal,verdict,fragment_verbatim
240,,0,0,need_fix,localidad,Pueblo de Xoco,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,25.0,,sin_resolver,Localidad no encontrada: Pueblo de Xoco
241,,0,0,need_fix,localidad,Pueblo de Xoco,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,25.0,,sin_resolver,Localidad no encontrada: Pueblo de Xoco
242,,0,0,need_fix,localidad,Pueblo Xoco,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,18.18,,sin_resolver,Localidad no encontrada: Pueblo Xoco
243,,0,0,need_fix,localidad,Pueblo de Xoco,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,25.0,,sin_resolver,Localidad no encontrada: Pueblo de Xoco
282,629,1,1,filled,localidad,Colonia Independencia,Nuevo León,San Pedro Garza García,sin_match,Villa del Pedregal,168704,50.0,colonia,a_details,Localidad no encontrada: Colonia Independencia
294,,0,0,need_fix,municipio,Tulum,Yucatán,,sin_match,Motul,2364,60.0,,sin_resolver,Municipio no encontrado: Tulum
298,,0,0,need_fix,localidad,Colonia Roma Norte,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,30.77,colonia,a_details,Localidad no encontrada: Colonia Roma Norte
300,,0,0,need_fix,localidad,Colonia Residencial Cafetales,Ciudad de México,Coyoacán,sin_match,Coyoacán,84044,34.29,colonia,a_details,Localidad no encontrada: Colonia Residencial Cafetales
302,558,1,1,finished,localidad,Bosques de San Elías Repechique,Chihuahua,Guachochi,sin_match,Roquichique,70270,52.63,,sin_resolver,Localidad no encontrada: Bosques de San Elías Repechique
311,,0,0,need_fix,localidad,Santa Cruz Atoyac,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,37.04,,sin_resolver,Localidad no encontrada: Santa Cruz Atoyac
312,,0,0,need_fix,localidad,Pueblo de Xoco,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,25.0,,sin_resolver,Localidad no encontrada: Pueblo de Xoco
315,,0,0,need_fix,localidad,Ejido de Atenco,México,Atenco,sin_match,Ejido de Nexquipayac,141041,58.06,ejido,a_details,Localidad no encontrada: Ejido de Atenco
316,,0,0,need_fix,localidad,Ejido de Francisco I. Madero,México,Atenco,contenido,Francisco I. Madero,141039,100.0,ejido,a_details,Localidad no encontrada: Ejido de Francisco I. Madero
317,,0,0,need_fix,localidad,Ejido Tocuila,México,Atenco,sin_match,Ejido de Nexquipayac,141041,53.33,ejido,a_details,Localidad no encontrada: Ejido Tocuila
318,,0,0,need_fix,localidad,Paraje Las Salinas,México,Atenco,sin_match,Granjas el Arenal,141046,51.61,,sin_resolver,Localidad no encontrada: Paraje Las Salinas
319,,0,0,need_fix,localidad,Paraje Las Salinas,México,Atenco,sin_match,Granjas el Arenal,141046,51.61,,sin_resolver,Localidad no encontrada: Paraje Las Salinas
320,,0,0,need_fix,localidad,Paraje Las Salinas,México,Atenco,sin_match,Granjas el Arenal,141046,51.61,,sin_resolver,Localidad no encontrada: Paraje Las Salinas
330,,0,0,need_fix,localidad,Comunidad La Ventosa,Oaxaca,Unión Hidalgo,sin_match,Colonia Juquilita,187549,47.06,,sin_resolver,Localidad no encontrada: Comunidad La Ventosa
343,,0,0,need_fix,municipio,San Felipe,Sonora,,contenido,San Felipe de Jesús,1961,100.0,,llenar,Municipio no encontrado: San Felipe
348,,0,0,need_fix,municipio,Santo Domingo Zanacatepec,Oaxaca,,fuzzy,Santo Domingo Zanatepec,1540,95.45,,llenar,Municipio no encontrado: Santo Domingo Zanacatepec
349,,0,0,need_fix,municipio,Álvaro Obregón,Oaxaca,,sin_match,San Lorenzo,1240,52.17,,sin_resolver,Municipio no encontrado: Álvaro Obregón
375,,0,0,need_fix,localidad,Colonia La Ermita,Campeche,Campeche,sin_match,La Lomita,15114,60.87,colonia,a_details,Localidad no encontrada: Colonia La Ermita
376,,0,0,need_fix,localidad,Bajamar,Baja California,Ensenada,contenido,Baja Mar San Diego,3637,100.0,,llenar,Localidad no encontrada: Bajamar
377,,0,0,need_fix,localidad,Colonia Roma Norte,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,30.77,colonia,a_details,Localidad no encontrada: Colonia Roma Norte
379,,0,0,need_fix,localidad,Colonia Roma Norte,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,30.77,colonia,a_details,Localidad no encontrada: Colonia Roma Norte
383,,0,0,need_fix,municipio,Matías Romero,Oaxaca,,contenido,Matías Romero Avendaño,1072,100.0,,llenar,Municipio no encontrado: Matías Romero
388,,0,0,need_fix,localidad,Periférico-Cuemanco,Ciudad de México,Xochimilco,sin_match,Los Pinos (Tecacahuaco),84734,48.65,,sin_resolver,Localidad no encontrada: Periférico-Cuemanco
413,,0,0,need_fix,municipio,Acteal,Chiapas,,sin_match,Acala,86,72.73,,sin_resolver,Municipio no encontrado: Acteal
419,,0,0,need_fix,localidad,San Pedro Apatlaco,Morelos,Cuautla,sin_match,Campo San Pedro,157743,55.17,,sin_resolver,Localidad no encontrada: San Pedro Apatlaco
439,,0,0,need_fix,localidad,Villa de Ayala; Tenextepango; Moyotepec,Morelos,Ayala,sin_match,Unidad Piscícola Tenextepango,157590,56.67,,sin_resolver,Localidad no encontrada: Villa de Ayala; Tenextepango; Moyotepec
440,,0,0,need_fix,localidad,Villa de Ayala; Tenextepango; Moyotepec,Morelos,Ayala,sin_match,Unidad Piscícola Tenextepango,157590,56.67,,sin_resolver,Localidad no encontrada: Villa de Ayala; Tenextepango; Moyotepec
445,,0,0,need_fix,localidad,Magdalena Ocotlán; Monte del Toro; San Martín de los Cansecos; San Matías Chilazoa; Los Ocotes; El Vergel; Santa Catarina Minas; San Nicolás Yaxe; San Dionisio Ocotepec,Oaxaca,,sin_ambito,,,0.0,,sin_resolver,Localidad no encontrada: Magdalena Ocotlán; Monte del Toro; San Martín de los Cansecos; San Matías Chilazoa; Los Ocotes; El Vergel; Santa Catarina Minas; San Nicolás Yaxe; San Dionisio Ocotepec
450,,0,0,need_fix,municipio,Cadereyta,Nuevo León,,contenido,Cadereyta Jiménez,973,100.0,,llenar,Municipio no encontrado: Cadereyta
451,,0,0,need_fix,municipio,Cadereyta,Nuevo León,,contenido,Cadereyta Jiménez,973,100.0,,llenar,Municipio no encontrado: Cadereyta
454,,0,0,need_fix,localidad,Centro Histórico,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,40.0,,sin_resolver,Localidad no encontrada: Centro Histórico
455,,0,0,need_fix,localidad,Colonia General Pedro María Anaya,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,24.39,colonia,a_details,Localidad no encontrada: Colonia General Pedro María Anaya
456,,0,0,need_fix,localidad,Dos Bocas,Tabasco,Paraíso,sin_match,Nicolás Bravo,240105,40.0,,sin_resolver,Localidad no encontrada: Dos Bocas
457,,0,0,need_fix,municipio,Heroica Ciudad de Juchitán de Zaragoza,Oaxaca,,exacto,Heroica Ciudad de Juchitán de Zaragoza,1058,100.0,,llenar,Municipio no encontrado: Heroica Ciudad de Juchitán de Zaragoza
490,,0,0,need_fix,localidad,San Juan de Carboneras,Zacatecas,Ojocaliente,contenido,San Juan de Carboneras (San Juan Zinhaua),296832,100.0,,llenar,Localidad no encontrada: San Juan de Carboneras
491,,0,0,need_fix,localidad,Pueblo Concepción,Zacatecas,Ojocaliente,contenido,La Concepción,296807,91.67,,llenar,Localidad no encontrada: Pueblo Concepción
492,,0,0,need_fix,localidad,San Juan de Carboneras,Zacatecas,Ojocaliente,contenido,San Juan de Carboneras (San Juan Zinhaua),296832,100.0,,llenar,Localidad no encontrada: San Juan de Carboneras
502,,0,0,need_fix,localidad,San Gregorio Atlapulco,Ciudad de México,Xochimilco,sin_match,San Juan Diego (Matlacuaitla),84738,54.55,,sin_resolver,Localidad no encontrada: San Gregorio Atlapulco
503,,0,0,need_fix,localidad,Dos Bocas,Tabasco,Paraíso,sin_match,Nicolás Bravo,240105,40.0,,sin_resolver,Localidad no encontrada: Dos Bocas
504,,0,0,need_fix,localidad,Dos Bocas,Tabasco,Paraíso,sin_match,Nicolás Bravo,240105,40.0,,sin_resolver,Localidad no encontrada: Dos Bocas
510,,0,0,need_fix,municipio,Cadereyta,Nuevo León,,contenido,Cadereyta Jiménez,973,100.0,,llenar,Municipio no encontrado: Cadereyta
511,,0,0,need_fix,municipio,Cadereyta,Nuevo León,,contenido,Cadereyta Jiménez,973,100.0,,llenar,Municipio no encontrado: Cadereyta
513,,0,0,need_fix,localidad,San Gregorio Atlapulco,Ciudad de México,Xochimilco,sin_match,San Juan Diego (Matlacuaitla),84738,54.55,,sin_resolver,Localidad no encontrada: San Gregorio Atlapulco
515,,0,0,need_fix,localidad,Lagunas de Zumpango,México,Zumpango,sin_match,Villas de Zumpango [Conjunto Urbano],145203,55.32,,sin_resolver,Localidad no encontrada: Lagunas de Zumpango
517,,0,0,need_fix,localidad,Xaltocan,México,Nextlalpan,sin_match,San Miguel Jaltocan,142447,56.0,,sin_resolver,Localidad no encontrada: Xaltocan
521,,0,0,need_fix,municipio,Cadereyta,Nuevo León,,contenido,Cadereyta Jiménez,973,100.0,,llenar,Municipio no encontrado: Cadereyta
523,,0,0,need_fix,localidad,Ejido Constitución,Chihuahua,Buenaventura,contenido,Constitución,64493,100.0,ejido,a_details,Localidad no encontrada: Ejido Constitución
525,,0,0,need_fix,localidad,Ejido Ricardo Flores Magón,Chihuahua,Buenaventura,sin_match,Flores Magón,64468,64.71,ejido,a_details,Localidad no encontrada: Ejido Ricardo Flores Magón
533,,0,0,need_fix,localidad,Ejido Constitución,Chihuahua,Buenaventura,contenido,Constitución,64493,100.0,ejido,a_details,Localidad no encontrada: Ejido Constitución
534,,0,0,need_fix,localidad,Ejido Constitución,Chihuahua,Buenaventura,contenido,Constitución,64493,100.0,ejido,a_details,Localidad no encontrada: Ejido Constitución
540,,0,0,need_fix,localidad,Ejido Constitución,Chihuahua,Buenaventura,contenido,Constitución,64493,100.0,ejido,a_details,Localidad no encontrada: Ejido Constitución
543,,0,0,need_fix,municipio,San Salvador Atenco,México,,contenido,Atenco,681,100.0,,llenar,Municipio no encontrado: San Salvador Atenco
560,,0,0,need_fix,localidad,Vícam,Sonora,Guaymas,sin_match,Vícam (Switch),227345,62.5,,sin_resolver,Localidad no encontrada: Vícam
563,,0,0,need_fix,localidad,San Miguel Xaltocan,México,Nextlalpan,fuzzy,San Miguel Jaltocan,142447,94.12,,llenar,Localidad no encontrada: San Miguel Xaltocan
585,,0,0,need_fix,localidad,Hipódromo,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,31.58,,sin_resolver,Localidad no encontrada: Hipódromo
588,,0,0,need_fix,localidad,Colonia Hipódromo Condesa,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,36.36,colonia,a_details,Localidad no encontrada: Colonia Hipódromo Condesa
590,,0,0,need_fix,localidad,Colonia Hipódromo Condesa,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,36.36,colonia,a_details,Localidad no encontrada: Colonia Hipódromo Condesa
591,,0,0,need_fix,localidad,Colonia Hipódromo Condesa,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,36.36,colonia,a_details,Localidad no encontrada: Colonia Hipódromo Condesa
593,,0,0,need_fix,localidad,Colonia Hipódromo,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,38.46,colonia,a_details,Localidad no encontrada: Colonia Hipódromo
599,,0,0,need_fix,municipio,Cadereyta,Nuevo León,,contenido,Cadereyta Jiménez,973,100.0,,llenar,Municipio no encontrado: Cadereyta
600,,0,0,need_fix,municipio,Cadereyta,Nuevo León,,contenido,Cadereyta Jiménez,973,100.0,,llenar,Municipio no encontrado: Cadereyta
606,,0,0,need_fix,localidad,San Juan de Carboneras,Zacatecas,Ojocaliente,contenido,San Juan de Carboneras (San Juan Zinhaua),296832,100.0,,llenar,Localidad no encontrada: San Juan de Carboneras
612,,0,0,need_fix,localidad,Vícam,Sonora,Guaymas,sin_match,Vícam (Switch),227345,62.5,,sin_resolver,Localidad no encontrada: Vícam
622,,0,0,need_fix,municipio,San Francisco de los Conchos,Chihuahua,,fuzzy,San Francisco de Conchos,266,93.33,,llenar,Municipio no encontrado: San Francisco de los Conchos
632,,0,0,need_fix,municipio,Alcaldía Cuauhtémoc,Ciudad de México,,contenido,Cuauhtémoc,289,100.0,,llenar,Municipio no encontrado: Alcaldía Cuauhtémoc
632,,0,0,need_fix,localidad,Colonia Hipódromo,Ciudad de México,,sin_ambito,,,0.0,colonia,a_details,Localidad no encontrada: Colonia Hipódromo
648,,0,0,need_fix,localidad,Xoco,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,12.5,,sin_resolver,Localidad no encontrada: Xoco
649,,0,0,need_fix,localidad,Xoco,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,12.5,,sin_resolver,Localidad no encontrada: Xoco
650,,0,0,need_fix,localidad,Xoco,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,12.5,,sin_resolver,Localidad no encontrada: Xoco
655,,0,0,need_fix,localidad,Colonia Residencial Zacatenco,Ciudad de México,Gustavo A. Madero,sin_match,Gustavo A. Madero,84071,29.27,colonia,a_details,Localidad no encontrada: Colonia Residencial Zacatenco
673,,0,0,need_fix,municipio,Tula,Hidalgo,,sin_match,Pacula,508,60.0,,sin_resolver,Municipio no encontrado: Tula
674,,0,0,need_fix,localidad,Colonia Juárez,Ciudad de México,Cuauhtémoc,sin_match,Cuauhtémoc,84771,34.78,colonia,a_details,Localidad no encontrada: Colonia Juárez
681,,0,0,need_fix,localidad,Villas del Pedregal,Ciudad de México,Coyoacán,sin_match,Coyoacán,84044,16.0,,sin_resolver,Localidad no encontrada: Villas del Pedregal
682,,0,0,need_fix,localidad,Villa Panamericana,Ciudad de México,Coyoacán,sin_match,Coyoacán,84044,32.0,,sin_resolver,Localidad no encontrada: Villa Panamericana
696,,0,0,need_fix,localidad,Villa Panamericana,Ciudad de México,Coyoacán,sin_match,Coyoacán,84044,32.0,,sin_resolver,Localidad no encontrada: Villa Panamericana
697,,0,0,need_fix,localidad,Villas del Pedregal,Ciudad de México,Coyoacán,sin_match,Coyoacán,84044,16.0,,sin_resolver,Localidad no encontrada: Villas del Pedregal
701,,0,0,need_fix,municipio,Juchitán,Oaxaca,,contenido,Heroica Ciudad de Juchitán de Zaragoza,1058,100.0,,llenar,Municipio no encontrado: Juchitán
701,,0,0,need_fix,localidad,Santa María del Mar,Oaxaca,,sin_ambito,,,0.0,,sin_resolver,Localidad no encontrada: Santa María del Mar
704,,0,0,need_fix,municipio,Naucalpan,México,,contenido,Naucalpan de Juárez,727,100.0,,llenar,Municipio no encontrado: Naucalpan
705,,0,0,need_fix,municipio,Naucalpan,México,,contenido,Naucalpan de Juárez,727,100.0,,llenar,Municipio no encontrado: Naucalpan
735,,0,0,need_fix,localidad,San Juan de Carboneras,Zacatecas,Ojocaliente,contenido,San Juan de Carboneras (San Juan Zinhaua),296832,100.0,,llenar,Localidad no encontrada: San Juan de Carboneras
745,,0,0,need_fix,localidad,Avenida Cuauhtémoc,Ciudad de México,Benito Juárez,sin_match,Benito Juárez,84770,41.38,,sin_resolver,Localidad no encontrada: Avenida Cuauhtémoc
747,,0,0,need_fix,localidad,Villas del Pedregal,Ciudad de México,Coyoacán,sin_match,Coyoacán,84044,16.0,,sin_resolver,Localidad no encontrada: Villas del Pedregal
751,,0,0,need_fix,municipio,Taxco,Guerrero,,contenido,Taxco de Alarcón,431,100.0,,llenar,Municipio no encontrado: Taxco
752,,0,0,need_fix,municipio,Taxco,Guerrero,,contenido,Taxco de Alarcón,431,100.0,,llenar,Municipio no encontrado: Taxco
752,,0,0,need_fix,localidad,El Fraile,Guerrero,,sin_ambito,,,0.0,,sin_resolver,Localidad no encontrada: El Fraile
753,,0,0,need_fix,municipio,Taxco,Guerrero,,contenido,Taxco de Alarcón,431,100.0,,llenar,Municipio no encontrado: Taxco
754,,0,0,need_fix,municipio,Taxco,Guerrero,,contenido,Taxco de Alarcón,431,100.0,,llenar,Municipio no encontrado: Taxco
754,,0,0,need_fix,localidad,Tehuilotepec,Guerrero,,sin_ambito,,,0.0,,sin_resolver,Localidad no encontrada: Tehuilotepec
755,,0,0,need_fix,municipio,Taxco,Guerrero,,contenido,Taxco de Alarcón,431,100.0,,llenar,Municipio no encontrado: Taxco
755,,0,0,need_fix,localidad,El Fraile,Guerrero,,sin_ambito,,,0.0,,sin_resolver,Localidad no encontrada: El Fraile
756,,0,0,need_fix,municipio,Taxco,Guerrero,,contenido,Taxco de Alarcón,431,100.0,,llenar,Municipio no encontrado: Taxco
756,,0,0,need_fix,localidad,"El Fraile, Santa Rosa, Dolores, Las Joyas y El Ejido",Guerrero,,sin_ambito,,,0.0,ejido,a_details,"Localidad no encontrada: El Fraile, Santa Rosa, Dolores, Las Joyas y El Ejido"
757,,0,0,need_fix,municipio,Taxco,Guerrero,,contenido,Taxco de Alarcón,431,100.0,,llenar,Municipio no encontrado: Taxco
757,,0,0,need_fix,localidad,El Fraile,Guerrero,,sin_ambito,,,0.0,,sin_resolver,Localidad no encontrada: El Fraile
783,,0,0,need_fix,municipio,Petacalco,Guerrero,,sin_match,Taxco de Alarcón,431,60.87,,sin_resolver,Municipio no encontrado: Petacalco
813,,0,0,need_fix,localidad,Magdalena Ocotlán,Oaxaca,Ocotlán de Morelos,sin_match,Ex-Hacienda Tocuela,177293,48.48,,sin_resolver,Localidad no encontrada: Magdalena Ocotlán
820,,0,0,need_fix,municipio,Ecatepec,México,,sin_match,Metepec,724,80.0,,sin_resolver,Municipio no encontrado: Ecatepec
820,,0,0,need_fix,localidad,Colonia El Dique,México,,sin_ambito,,,0.0,colonia,a_details,Localidad no encontrada: Colonia El Dique
821,,0,0,need_fix,municipio,Ecatepec,México,,sin_match,Metepec,724,80.0,,sin_resolver,Municipio no encontrado: Ecatepec
821,,0,0,need_fix,localidad,Colonia El Dique,México,,sin_ambito,,,0.0,colonia,a_details,Localidad no encontrada: Colonia El Dique
822,,0,0,need_fix,municipio,Ecatepec,México,,sin_match,Metepec,724,80.0,,sin_resolver,Municipio no encontrado: Ecatepec
822,,0,0,need_fix,localidad,Colonia El Dique,México,,sin_ambito,,,0.0,colonia,a_details,Localidad no encontrada: Colonia El Dique
823,,0,0,need_fix,municipio,Ecatepec,México,,sin_match,Metepec,724,80.0,,sin_resolver,Municipio no encontrado: Ecatepec
823,,0,0,need_fix,localidad,Colonia El Dique,México,,sin_ambito,,,0.0,colonia,a_details,Localidad no encontrada: Colonia El Dique
845,,0,0,need_fix,municipio,Cuajimalpa,Ciudad de México,,contenido,Cuajimalpa de Morelos,278,100.0,,llenar,Municipio no encontrado: Cuajimalpa
846,,0,0,need_fix,municipio,Cuajimalpa,Ciudad de México,,contenido,Cuajimalpa de Morelos,278,100.0,,llenar,Municipio no encontrado: Cuajimalpa
849,,0,0,need_fix,municipio,Magdalena Contreras,Ciudad de México,,fuzzy,La Magdalena Contreras,282,94.74,,llenar,Municipio no encontrado: Magdalena Contreras
850,,0,0,need_fix,municipio,Magdalena Contreras,Ciudad de México,,fuzzy,La Magdalena Contreras,282,94.74,,llenar,Municipio no encontrado: Magdalena Contreras
875,,0,0,need_fix,localidad,Santo Tomás Ajusco,Ciudad de México,Tlalpan,sin_match,Estudios Ajusco,84504,66.67,,sin_resolver,Localidad no encontrada: Santo Tomás Ajusco
885,,0,0,need_fix,municipio,Tula,Hidalgo,,sin_match,Pacula,508,60.0,,sin_resolver,Municipio no encontrado: Tula
